,0
DRI,8
NUE,4
SYY,1
MNST,7
STZ,9
FANG,4
RHI,6
DHR,0
ICE,7
AAPL,2
CTAS,9
D,10
ACN,2
IBM,1
INTC,5
BKNG,1
COST,7
AON,0
STX,3
ED,10
LEN,8
NFLX,2
HII,6
ALL,8
ITW,6
BSX,8
CNC,0
ALGN,6
SLB,4
RE,2
TTWO,2
SIVB,4
QCOM,5
MTB,4
AVB,10
NVR,9
LYV,3
LVS,3
LNC,4
BAX,0
SNPS,2
PPL,10
TSCO,5
LNT,10
CTSH,8
CERN,3
TFC,4
BEN,6
LIN,9
AIG,4
AEP,10
FB,2
CVX,3
SPGI,9
J,6
MAR,1
MU,3
RTX,6
