Date,close,open,high,low,volume,adjclose
2012-07-27,1385.969970703125,1360.050048828125,1389.18994140625,1360.050048828125,4399010000,1385.969970703125
2012-07-30,1385.300048828125,1385.93994140625,1391.739990234375,1381.3699951171875,3212060000,1385.300048828125
2012-07-31,1379.3199462890625,1385.27001953125,1387.1600341796875,1379.1700439453125,3821570000,1379.3199462890625
2012-08-01,1375.3199462890625,1379.3199462890625,1385.030029296875,1373.3499755859375,4440920000,1375.3199462890625
2012-08-02,1365.0,1375.1300048828125,1375.1300048828125,1354.6500244140625,4193740000,1365.0
2012-08-03,1390.989990234375,1365.449951171875,1394.1600341796875,1365.449951171875,3751170000,1390.989990234375
2012-08-06,1394.22998046875,1391.0400390625,1399.6300048828125,1391.0400390625,3122050000,1394.22998046875
2012-08-07,1401.3499755859375,1394.4599609375,1407.1400146484375,1394.4599609375,3682490000,1401.3499755859375
2012-08-08,1402.219970703125,1401.22998046875,1404.1400146484375,1396.1300048828125,3221790000,1402.219970703125
2012-08-09,1402.800048828125,1402.260009765625,1405.949951171875,1398.800048828125,3119610000,1402.800048828125
2012-08-10,1405.8699951171875,1402.5799560546875,1405.97998046875,1395.6199951171875,2767980000,1405.8699951171875
2012-08-13,1404.1099853515625,1405.8699951171875,1405.8699951171875,1397.3199462890625,2499990000,1404.1099853515625
2012-08-14,1403.9300537109375,1404.3599853515625,1410.030029296875,1400.5999755859375,2930900000,1403.9300537109375
2012-08-15,1405.530029296875,1403.8900146484375,1407.72998046875,1401.8299560546875,2655750000,1405.530029296875
2012-08-16,1415.510009765625,1405.5699462890625,1417.43994140625,1404.1500244140625,3114100000,1415.510009765625
2012-08-17,1418.1600341796875,1415.8399658203125,1418.7099609375,1414.6700439453125,2922990000,1418.1600341796875
2012-08-20,1418.1300048828125,1417.8499755859375,1418.1300048828125,1412.1199951171875,2766320000,1418.1300048828125
2012-08-21,1413.1700439453125,1418.1300048828125,1426.6800537109375,1410.8599853515625,3282950000,1413.1700439453125
2012-08-22,1413.489990234375,1413.0899658203125,1416.1199951171875,1406.780029296875,3062690000,1413.489990234375
2012-08-23,1402.0799560546875,1413.489990234375,1413.489990234375,1400.5,3008240000,1402.0799560546875
2012-08-24,1411.1300048828125,1401.989990234375,1413.4599609375,1398.0400390625,2598790000,1411.1300048828125
2012-08-27,1410.43994140625,1411.1300048828125,1416.1700439453125,1409.1099853515625,2472500000,1410.43994140625
2012-08-28,1409.300048828125,1410.43994140625,1413.6300048828125,1405.5899658203125,2629090000,1409.300048828125
2012-08-29,1410.489990234375,1409.3199462890625,1413.949951171875,1406.5699462890625,2571220000,1410.489990234375
2012-08-30,1399.47998046875,1410.0799560546875,1410.0799560546875,1397.010009765625,2530280000,1399.47998046875
2012-08-31,1406.5799560546875,1400.0699462890625,1413.0899658203125,1398.9599609375,2938250000,1406.5799560546875
2012-09-04,1404.93994140625,1406.5400390625,1409.31005859375,1396.56005859375,3200310000,1404.93994140625
2012-09-05,1403.43994140625,1404.93994140625,1408.81005859375,1401.25,3389110000,1403.43994140625
2012-09-06,1432.1199951171875,1403.739990234375,1432.1199951171875,1403.739990234375,3952870000,1432.1199951171875
2012-09-07,1437.9200439453125,1432.1199951171875,1437.9200439453125,1431.449951171875,3717620000,1437.9200439453125
2012-09-10,1429.0799560546875,1437.9200439453125,1438.739990234375,1428.97998046875,3223670000,1429.0799560546875
2012-09-11,1433.56005859375,1429.1300048828125,1437.760009765625,1429.1300048828125,3509630000,1433.56005859375
2012-09-12,1436.56005859375,1433.56005859375,1439.1500244140625,1432.989990234375,3641200000,1436.56005859375
2012-09-13,1459.989990234375,1436.56005859375,1463.760009765625,1435.3399658203125,4606550000,1459.989990234375
2012-09-14,1465.77001953125,1460.0699462890625,1474.510009765625,1460.0699462890625,5041990000,1465.77001953125
2012-09-17,1461.18994140625,1465.4200439453125,1465.6300048828125,1457.550048828125,3482430000,1461.18994140625
2012-09-18,1459.3199462890625,1461.18994140625,1461.469970703125,1456.1300048828125,3377390000,1459.3199462890625
2012-09-19,1461.050048828125,1459.5,1465.1500244140625,1457.8800048828125,3451360000,1461.050048828125
2012-09-20,1460.260009765625,1461.050048828125,1461.22998046875,1449.97998046875,3382520000,1460.260009765625
2012-09-21,1460.1500244140625,1460.3399658203125,1467.0699462890625,1459.510009765625,4833870000,1460.1500244140625
2012-09-24,1456.8900146484375,1459.760009765625,1460.719970703125,1452.06005859375,3008920000,1456.8900146484375
2012-09-25,1441.5899658203125,1456.93994140625,1463.239990234375,1441.5899658203125,3739900000,1441.5899658203125
2012-09-26,1433.3199462890625,1441.5999755859375,1441.5999755859375,1430.530029296875,3565380000,1433.3199462890625
2012-09-27,1447.1500244140625,1433.3599853515625,1450.199951171875,1433.3599853515625,3150330000,1447.1500244140625
2012-09-28,1440.6700439453125,1447.1300048828125,1447.1300048828125,1435.5999755859375,3509230000,1440.6700439453125
2012-10-01,1444.489990234375,1440.9000244140625,1457.1400146484375,1440.9000244140625,3505080000,1444.489990234375
2012-10-02,1445.75,1444.989990234375,1451.52001953125,1439.010009765625,3321790000,1445.75
2012-10-03,1450.989990234375,1446.050048828125,1454.300048828125,1441.989990234375,3531640000,1450.989990234375
2012-10-04,1461.4000244140625,1451.0799560546875,1463.1400146484375,1451.0799560546875,3615860000,1461.4000244140625
2012-10-05,1460.9300537109375,1461.4000244140625,1470.9599609375,1456.8900146484375,3172940000,1460.9300537109375
2012-10-08,1455.8800048828125,1460.9300537109375,1460.9300537109375,1453.0999755859375,2328720000,1455.8800048828125
2012-10-09,1441.47998046875,1455.9000244140625,1455.9000244140625,1441.1800537109375,3216320000,1441.47998046875
2012-10-10,1432.56005859375,1441.47998046875,1442.52001953125,1430.6400146484375,3225060000,1432.56005859375
2012-10-11,1432.8399658203125,1432.8199462890625,1443.9000244140625,1432.8199462890625,3672540000,1432.8399658203125
2012-10-12,1428.5899658203125,1432.8399658203125,1438.4300537109375,1425.530029296875,3134750000,1428.5899658203125
2012-10-15,1440.1300048828125,1428.75,1441.31005859375,1427.239990234375,3483810000,1440.1300048828125
2012-10-16,1454.9200439453125,1440.31005859375,1455.510009765625,1440.31005859375,3568770000,1454.9200439453125
2012-10-17,1460.9100341796875,1454.219970703125,1462.199951171875,1453.3499755859375,3655320000,1460.9100341796875
2012-10-18,1457.3399658203125,1460.93994140625,1464.02001953125,1452.6300048828125,3880030000,1457.3399658203125
2012-10-19,1433.18994140625,1457.3399658203125,1457.3399658203125,1429.8499755859375,3875170000,1433.18994140625
2012-10-22,1433.8199462890625,1433.2099609375,1435.4599609375,1422.06005859375,3216220000,1433.8199462890625
2012-10-23,1413.1099853515625,1433.739990234375,1433.739990234375,1407.56005859375,3587670000,1413.1099853515625
2012-10-24,1408.75,1413.199951171875,1420.0400390625,1407.0999755859375,3385970000,1408.75
2012-10-25,1412.969970703125,1409.739990234375,1421.1199951171875,1405.1400146484375,3512640000,1412.969970703125
2012-10-26,1411.93994140625,1412.969970703125,1417.0899658203125,1403.280029296875,3284910000,1411.93994140625
2012-10-31,1412.1600341796875,1410.989990234375,1418.760009765625,1405.949951171875,3577110000,1412.1600341796875
2012-11-01,1427.5899658203125,1412.199951171875,1428.3499755859375,1412.199951171875,3929890000,1427.5899658203125
2012-11-02,1414.199951171875,1427.5899658203125,1434.27001953125,1412.9100341796875,3732480000,1414.199951171875
2012-11-05,1417.260009765625,1414.02001953125,1419.9000244140625,1408.1300048828125,2921040000,1417.260009765625
2012-11-06,1428.3900146484375,1417.260009765625,1433.3800048828125,1417.260009765625,3306970000,1428.3900146484375
2012-11-07,1394.530029296875,1428.27001953125,1428.27001953125,1388.1400146484375,4356490000,1394.530029296875
2012-11-08,1377.510009765625,1394.530029296875,1401.22998046875,1377.510009765625,3779520000,1377.510009765625
2012-11-09,1379.8499755859375,1377.550048828125,1391.3900146484375,1373.030029296875,3647350000,1379.8499755859375
2012-11-12,1380.030029296875,1379.8599853515625,1384.8699951171875,1377.18994140625,2567540000,1380.030029296875
2012-11-13,1374.530029296875,1380.030029296875,1388.81005859375,1371.3900146484375,3455550000,1374.530029296875
2012-11-14,1355.489990234375,1374.6400146484375,1380.1300048828125,1352.5,4109510000,1355.489990234375
2012-11-15,1353.3299560546875,1355.4100341796875,1360.6199951171875,1348.050048828125,3928870000,1353.3299560546875
2012-11-16,1359.8800048828125,1353.3599853515625,1362.030029296875,1343.3499755859375,4045910000,1359.8800048828125
2012-11-19,1386.8900146484375,1359.8800048828125,1386.8900146484375,1359.8800048828125,3374800000,1386.8900146484375
2012-11-20,1387.81005859375,1386.8199462890625,1389.77001953125,1377.0400390625,3207160000,1387.81005859375
2012-11-21,1391.030029296875,1387.7900390625,1391.25,1386.3900146484375,2667090000,1391.030029296875
2012-11-23,1409.1500244140625,1391.030029296875,1409.1600341796875,1391.030029296875,1504960000,1409.1500244140625
2012-11-26,1406.2900390625,1409.1500244140625,1409.1500244140625,1397.6800537109375,2948960000,1406.2900390625
2012-11-27,1398.93994140625,1406.2900390625,1409.010009765625,1398.030029296875,3323120000,1398.93994140625
2012-11-28,1409.9300537109375,1398.77001953125,1410.31005859375,1385.4300537109375,3359250000,1409.9300537109375
2012-11-29,1415.949951171875,1409.9599609375,1419.699951171875,1409.0400390625,3356850000,1415.949951171875
2012-11-30,1416.1800537109375,1415.949951171875,1418.8599853515625,1411.6300048828125,3966000000,1416.1800537109375
2012-12-03,1409.4599609375,1416.3399658203125,1423.72998046875,1408.4599609375,3074280000,1409.4599609375
2012-12-04,1407.050048828125,1409.4599609375,1413.1400146484375,1403.6500244140625,3247710000,1407.050048828125
2012-12-05,1409.280029296875,1407.050048828125,1415.56005859375,1398.22998046875,4253920000,1409.280029296875
2012-12-06,1413.93994140625,1409.4300537109375,1413.949951171875,1405.9300537109375,3229700000,1413.93994140625
2012-12-07,1418.0699462890625,1413.949951171875,1420.3399658203125,1410.9000244140625,3125160000,1418.0699462890625
2012-12-10,1418.550048828125,1418.0699462890625,1421.6400146484375,1415.6400146484375,2999430000,1418.550048828125
2012-12-11,1427.8399658203125,1418.550048828125,1434.27001953125,1418.550048828125,3650230000,1427.8399658203125
2012-12-12,1428.47998046875,1427.8399658203125,1438.5899658203125,1426.760009765625,3709050000,1428.47998046875
2012-12-13,1419.449951171875,1428.47998046875,1431.3599853515625,1416.0,3349960000,1419.449951171875
2012-12-14,1413.5799560546875,1419.449951171875,1419.449951171875,1411.8800048828125,3210170000,1413.5799560546875
2012-12-17,1430.3599853515625,1413.5400390625,1430.6700439453125,1413.5400390625,3455610000,1430.3599853515625
2012-12-18,1446.7900390625,1430.469970703125,1448.0,1430.469970703125,4302240000,1446.7900390625
2012-12-19,1435.81005859375,1446.7900390625,1447.75,1435.800048828125,3869800000,1435.81005859375
2012-12-20,1443.68994140625,1435.81005859375,1443.699951171875,1432.8199462890625,3686580000,1443.68994140625
2012-12-21,1430.1500244140625,1443.6700439453125,1443.6700439453125,1422.5799560546875,5229160000,1430.1500244140625
2012-12-24,1426.6600341796875,1430.1500244140625,1430.1500244140625,1424.6600341796875,1248960000,1426.6600341796875
2012-12-26,1419.8299560546875,1426.6600341796875,1429.4200439453125,1416.4300537109375,2285030000,1419.8299560546875
2012-12-27,1418.0999755859375,1419.8299560546875,1422.800048828125,1401.800048828125,2830180000,1418.0999755859375
2012-12-28,1402.4300537109375,1418.0999755859375,1418.0999755859375,1401.5799560546875,2426680000,1402.4300537109375
2012-12-31,1426.18994140625,1402.4300537109375,1426.739990234375,1398.1099853515625,3204330000,1426.18994140625
2013-01-02,1462.4200439453125,1426.18994140625,1462.4300537109375,1426.18994140625,4202600000,1462.4200439453125
2013-01-03,1459.3699951171875,1462.4200439453125,1465.469970703125,1455.530029296875,3829730000,1459.3699951171875
2013-01-04,1466.469970703125,1459.3699951171875,1467.93994140625,1458.989990234375,3424290000,1466.469970703125
2013-01-07,1461.8900146484375,1466.469970703125,1466.469970703125,1456.6199951171875,3304970000,1461.8900146484375
2013-01-08,1457.1500244140625,1461.8900146484375,1461.8900146484375,1451.6400146484375,3601600000,1457.1500244140625
2013-01-09,1461.02001953125,1457.1500244140625,1464.72998046875,1457.1500244140625,3674390000,1461.02001953125
2013-01-10,1472.1199951171875,1461.02001953125,1472.300048828125,1461.02001953125,4081840000,1472.1199951171875
2013-01-11,1472.050048828125,1472.1199951171875,1472.75,1467.5799560546875,3340650000,1472.050048828125
2013-01-14,1470.6800537109375,1472.050048828125,1472.050048828125,1465.68994140625,3003010000,1470.6800537109375
2013-01-15,1472.3399658203125,1470.6700439453125,1473.31005859375,1463.760009765625,3135350000,1472.3399658203125
2013-01-16,1472.6300048828125,1472.3299560546875,1473.9599609375,1467.5999755859375,3384080000,1472.6300048828125
2013-01-17,1480.93994140625,1472.6300048828125,1485.1600341796875,1472.6300048828125,3706710000,1480.93994140625
2013-01-18,1485.97998046875,1480.949951171875,1485.97998046875,1475.81005859375,3795740000,1485.97998046875
2013-01-22,1492.56005859375,1485.97998046875,1492.56005859375,1481.1600341796875,3570950000,1492.56005859375
2013-01-23,1494.81005859375,1492.56005859375,1496.1300048828125,1489.9000244140625,3552010000,1494.81005859375
2013-01-24,1494.8199462890625,1494.81005859375,1502.27001953125,1489.4599609375,3699430000,1494.8199462890625
2013-01-25,1502.9599609375,1494.8199462890625,1503.260009765625,1494.8199462890625,3476290000,1502.9599609375
2013-01-28,1500.1800537109375,1502.9599609375,1503.22998046875,1496.3299560546875,3388540000,1500.1800537109375
2013-01-29,1507.8399658203125,1500.1800537109375,1509.3499755859375,1498.0899658203125,3949640000,1507.8399658203125
2013-01-30,1501.9599609375,1507.8399658203125,1509.93994140625,1500.1099853515625,3726810000,1501.9599609375
2013-01-31,1498.1099853515625,1501.9599609375,1504.18994140625,1496.760009765625,3999880000,1498.1099853515625
2013-02-01,1513.1700439453125,1498.1099853515625,1514.4100341796875,1498.1099853515625,3836320000,1513.1700439453125
2013-02-04,1495.7099609375,1513.1700439453125,1513.1700439453125,1495.02001953125,3390000000,1495.7099609375
2013-02-05,1511.2900390625,1495.7099609375,1514.9599609375,1495.7099609375,3618360000,1511.2900390625
2013-02-06,1512.1199951171875,1511.2900390625,1512.530029296875,1504.7099609375,3611570000,1512.1199951171875
2013-02-07,1509.3900146484375,1512.1199951171875,1512.9000244140625,1498.489990234375,3614580000,1509.3900146484375
2013-02-08,1517.9300537109375,1509.3900146484375,1518.31005859375,1509.3900146484375,2986150000,1517.9300537109375
2013-02-11,1517.010009765625,1517.9300537109375,1518.31005859375,1513.6099853515625,2684100000,1517.010009765625
2013-02-12,1519.4300537109375,1517.010009765625,1522.2900390625,1515.6099853515625,3414370000,1519.4300537109375
2013-02-13,1520.3299560546875,1519.4300537109375,1524.68994140625,1515.9300537109375,3385880000,1520.3299560546875
2013-02-14,1521.3800048828125,1520.3299560546875,1523.1400146484375,1514.02001953125,3759740000,1521.3800048828125
2013-02-15,1519.7900390625,1521.3800048828125,1524.239990234375,1514.1400146484375,3838510000,1519.7900390625
2013-02-19,1530.93994140625,1519.7900390625,1530.93994140625,1519.7900390625,3748910000,1530.93994140625
2013-02-20,1511.949951171875,1530.93994140625,1530.93994140625,1511.4100341796875,4240570000,1511.949951171875
2013-02-21,1502.4200439453125,1511.949951171875,1511.949951171875,1497.2900390625,4274600000,1502.4200439453125
2013-02-22,1515.5999755859375,1502.4200439453125,1515.6400146484375,1502.4200439453125,3419320000,1515.5999755859375
2013-02-25,1487.8499755859375,1515.5999755859375,1525.8399658203125,1487.8499755859375,4011050000,1487.8499755859375
2013-02-26,1496.93994140625,1487.8499755859375,1498.989990234375,1485.010009765625,3975280000,1496.93994140625
2013-02-27,1515.989990234375,1496.93994140625,1520.0799560546875,1494.8800048828125,3551850000,1515.989990234375
2013-02-28,1514.6800537109375,1515.989990234375,1525.3399658203125,1514.4599609375,3912320000,1514.6800537109375
2013-03-01,1518.199951171875,1514.6800537109375,1519.989990234375,1501.47998046875,3695610000,1518.199951171875
2013-03-04,1525.199951171875,1518.199951171875,1525.27001953125,1512.2900390625,3414430000,1525.199951171875
2013-03-05,1539.7900390625,1525.199951171875,1543.469970703125,1525.199951171875,3610690000,1539.7900390625
2013-03-06,1541.4599609375,1539.7900390625,1545.25,1538.1099853515625,3676890000,1541.4599609375
2013-03-07,1544.260009765625,1541.4599609375,1545.780029296875,1541.4599609375,3634710000,1544.260009765625
2013-03-08,1551.1800537109375,1544.260009765625,1552.47998046875,1542.93994140625,3652260000,1551.1800537109375
2013-03-11,1556.219970703125,1551.1500244140625,1556.27001953125,1547.3599853515625,3091080000,1556.219970703125
2013-03-12,1552.47998046875,1556.219970703125,1556.77001953125,1548.239990234375,3274910000,1552.47998046875
2013-03-13,1554.52001953125,1552.47998046875,1556.3900146484375,1548.25,3073830000,1554.52001953125
2013-03-14,1563.22998046875,1554.52001953125,1563.3199462890625,1554.52001953125,3459260000,1563.22998046875
2013-03-15,1560.699951171875,1563.2099609375,1563.6199951171875,1555.739990234375,5175850000,1560.699951171875
2013-03-18,1552.0999755859375,1560.699951171875,1560.699951171875,1545.1300048828125,3164560000,1552.0999755859375
2013-03-19,1548.3399658203125,1552.0999755859375,1557.25,1538.5699462890625,3796210000,1548.3399658203125
2013-03-20,1558.7099609375,1548.3399658203125,1561.56005859375,1548.3399658203125,3349090000,1558.7099609375
2013-03-21,1545.800048828125,1558.7099609375,1558.7099609375,1543.550048828125,3243270000,1545.800048828125
2013-03-22,1556.8900146484375,1545.9000244140625,1557.739990234375,1545.9000244140625,2948380000,1556.8900146484375
2013-03-25,1551.68994140625,1556.8900146484375,1564.9100341796875,1546.219970703125,3178170000,1551.68994140625
2013-03-26,1563.77001953125,1551.68994140625,1563.949951171875,1551.68994140625,2869260000,1563.77001953125
2013-03-27,1562.8499755859375,1563.75,1564.0699462890625,1551.9000244140625,2914210000,1562.8499755859375
2013-03-28,1569.18994140625,1562.8599853515625,1570.280029296875,1561.0799560546875,3304440000,1569.18994140625
2013-04-01,1562.1700439453125,1569.1800537109375,1570.5699462890625,1558.469970703125,2753110000,1562.1700439453125
2013-04-02,1570.25,1562.1700439453125,1573.6600341796875,1562.1700439453125,3312160000,1570.25
2013-04-03,1553.68994140625,1570.25,1571.469970703125,1549.800048828125,4060610000,1553.68994140625
2013-04-04,1559.97998046875,1553.68994140625,1562.5999755859375,1552.52001953125,3350670000,1559.97998046875
2013-04-05,1553.280029296875,1559.97998046875,1559.97998046875,1539.5,3515410000,1553.280029296875
2013-04-08,1563.0699462890625,1553.260009765625,1563.0699462890625,1548.6300048828125,2887120000,1563.0699462890625
2013-04-09,1568.6099853515625,1563.1099853515625,1573.8900146484375,1560.9200439453125,3252780000,1568.6099853515625
2013-04-10,1587.72998046875,1568.6099853515625,1589.0699462890625,1568.6099853515625,3453350000,1587.72998046875
2013-04-11,1593.3699951171875,1587.72998046875,1597.3499755859375,1586.1700439453125,3393950000,1593.3699951171875
2013-04-12,1588.8499755859375,1593.300048828125,1593.300048828125,1579.969970703125,3206290000,1588.8499755859375
2013-04-15,1552.3599853515625,1588.8399658203125,1588.8399658203125,1552.280029296875,4660130000,1552.3599853515625
2013-04-16,1574.5699462890625,1552.3599853515625,1575.3499755859375,1552.3599853515625,3654700000,1574.5699462890625
2013-04-17,1552.010009765625,1574.5699462890625,1574.5699462890625,1543.68994140625,4250310000,1552.010009765625
2013-04-18,1541.6099853515625,1552.030029296875,1554.3800048828125,1536.030029296875,3890800000,1541.6099853515625
2013-04-19,1555.25,1541.6099853515625,1555.8900146484375,1539.4000244140625,3569870000,1555.25
2013-04-22,1562.5,1555.25,1565.550048828125,1548.18994140625,2979880000,1562.5
2013-04-23,1578.780029296875,1562.5,1579.5799560546875,1562.5,3565150000,1578.780029296875
2013-04-24,1578.7900390625,1578.780029296875,1583.0,1575.800048828125,3598240000,1578.7900390625
2013-04-25,1585.1600341796875,1578.9300537109375,1592.6400146484375,1578.9300537109375,3908580000,1585.1600341796875
2013-04-26,1582.239990234375,1585.1600341796875,1585.780029296875,1577.56005859375,3198620000,1582.239990234375
2013-04-29,1593.6099853515625,1582.3399658203125,1596.6500244140625,1582.3399658203125,2891200000,1593.6099853515625
2013-04-30,1597.5699462890625,1593.5799560546875,1597.5699462890625,1586.5,3745070000,1597.5699462890625
2013-05-01,1582.699951171875,1597.550048828125,1597.550048828125,1581.280029296875,3530320000,1582.699951171875
2013-05-02,1597.5899658203125,1582.77001953125,1598.5999755859375,1582.77001953125,3366950000,1597.5899658203125
2013-05-03,1614.4200439453125,1597.5999755859375,1618.4599609375,1597.5999755859375,3603910000,1614.4200439453125
2013-05-06,1617.5,1614.4000244140625,1619.77001953125,1614.2099609375,3062240000,1617.5
2013-05-07,1625.9599609375,1617.550048828125,1626.030029296875,1616.6400146484375,3309580000,1625.9599609375
2013-05-08,1632.68994140625,1625.949951171875,1632.780029296875,1622.699951171875,3554700000,1632.68994140625
2013-05-09,1626.6700439453125,1632.68994140625,1635.010009765625,1623.0899658203125,3457400000,1626.6700439453125
2013-05-10,1633.699951171875,1626.68994140625,1633.699951171875,1623.7099609375,3086470000,1633.699951171875
2013-05-13,1633.77001953125,1632.0999755859375,1636.0,1626.739990234375,2910600000,1633.77001953125
2013-05-14,1650.3399658203125,1633.75,1651.0999755859375,1633.75,3457790000,1650.3399658203125
2013-05-15,1658.780029296875,1649.1300048828125,1661.489990234375,1646.6800537109375,3657440000,1658.780029296875
2013-05-16,1650.469970703125,1658.0699462890625,1660.510009765625,1648.5999755859375,3513130000,1650.469970703125
2013-05-17,1667.469970703125,1652.449951171875,1667.469970703125,1652.449951171875,3440710000,1667.469970703125
2013-05-20,1666.2900390625,1665.7099609375,1672.8399658203125,1663.52001953125,3275080000,1666.2900390625
2013-05-21,1669.1600341796875,1666.199951171875,1674.9300537109375,1662.6700439453125,3513560000,1669.1600341796875
2013-05-22,1655.3499755859375,1669.3900146484375,1687.1800537109375,1648.8599853515625,4361020000,1655.3499755859375
2013-05-23,1650.510009765625,1651.6199951171875,1655.5,1635.530029296875,3945510000,1650.510009765625
2013-05-24,1649.5999755859375,1646.6700439453125,1649.780029296875,1636.8800048828125,2758080000,1649.5999755859375
