,0
POOL,8
MKC,9
AOS,3
AXP,1
CME,10
EQR,10
BKR,7
FDX,7
MET,0
MRK,4
MAA,10
ISRG,7
GOOGL,4
PEAK,9
CMCSA,1
TT,3
JPM,0
REGN,5
DHI,0
HUM,6
MDT,10
DIS,7
DE,3
F,1
C,0
EXC,9
SCHW,2
WYNN,1
PLD,9
AAL,3
DVN,1
AEE,9
AMZN,4
TDY,1
PENN,10
IP,3
OMC,1
VFC,6
MSCI,4
A,4
USB,0
UNH,6
IT,2
ETR,9
DVA,3
HSY,10
NEE,9
FFIV,5
BIIB,8
KO,6
MSI,7
KMB,5
FTNT,2
EL,7
ABC,6
CF,7
LKQ,10
TMUS,8
ABT,6
PSX,7
LMT,5
ESS,10
APD,10
PSA,5
AMAT,8
HCA,2
ORLY,10
KEY,0
KLAC,4
GL,2
PCAR,3
CBOE,10
PRU,3
FE,9
LEG,10
PHM,0
NOC,5
BBWI,6
MCK,5
CPB,10
KR,5
DGX,8
TJX,5
GRMN,2
PKG,3
FISV,6
OXY,1
FITB,0
CBRE,3
WAB,1
KMX,7
RSG,9
ADM,5
PEP,9
IRM,9
LOW,8
CL,5
TXT,7
MCO,4
DUK,9
NKE,7
PAYX,5
IFF,7
MSFT,4
CTRA,5
MA,7
PVH,1
TSN,1
DXC,1
VTRS,1
MTD,8
MLM,10
SO,9
ETN,3
STT,2
GD,3
CMS,9
SRE,7
MMC,9
AIZ,9
NOW,4
TGT,5
BRK-B,2
MRO,1
NXPI,8
WFC,0
EXR,10
NTAP,2
BDX,2
AJG,10
WY,10
EOG,1
XYL,6
PH,0
IPG,3
DLTR,8
TDG,1
LUV,1
AFL,2
AVGO,8
LLY,5
CAG,10
ODFL,4
ZBH,1
KMI,10
LUMN,7
PGR,5
ROL,5
PNC,0
DRE,5
EQIX,4
LRCX,8
VMC,10
TRMB,1
HPQ,1
ADP,4
ARE,5
PTC,2
HD,8
NSC,8
TXN,8
SEE,10
WRB,6
SBUX,2
ADBE,4
DAL,1
GPS,7
AMGN,4
JBHT,5
COF,0
NRG,2
CINF,5
WDC,1
NLSN,1
WU,6
NTRS,0
TEL,6
DLR,5
JKHY,6
K,5
EFX,2
APA,1
CAT,7
HIG,2
UHS,10
LH,6
RMD,4
TER,8
DTE,9
BR,6
GOOG,4
RF,0
BK,0
PPG,10
NEM,9
UDR,10
WM,9
JNPR,7
PFG,3
DPZ,10
BBY,0
GPC,10
ZBRA,2
MOS,2
AAP,10
MGM,1
XRAY,3
ULTA,1
BRO,6
BLL,5
SHW,10
EXPD,3
APTV,2
URI,3
AMCR,10
CCI,9
AKAM,5
AMP,7
PNR,3
VRSN,4
GM,1
HAL,1
SNA,3
PXD,1
AMT,10
TYL,6
HBAN,0
SWKS,8
CI,6
XEL,9
BF-B,10
HSIC,6
ALK,1
DOV,3
UAA,1
PG,5
SJM,5
CMA,0
ADI,8
ECL,7
GS,2
WHR,2
TRV,9
AVY,3
ADSK,4
UPS,4
MDLZ,5
PWR,3
SBAC,10
UAL,1
CDNS,4
MAS,10
BA,1
ROP,2
LDOS,5
IEX,2
GPN,4
PKI,3
BWA,1
YUM,6
ES,10
MKTX,6
UNP,2
FCX,4
