,0
RCL,1
CMI,3
JCI,3
PFE,5
EXPE,1
FRC,0
FIS,4
EMR,7
GLW,3
CNP,9
OKE,1
KIM,1
FBHS,0
DISH,2
AES,9
HON,2
EVRG,10
MTCH,7
TFX,2
GILD,5
CHRW,4
MO,3
REG,10
MMM,3
GIS,10
INTU,4
ROK,3
HOLX,4
LHX,5
COP,1
AME,7
MCD,2
PNW,9
COO,2
ILMN,4
PEG,9
GWW,8
O,10
HAS,2
ANSS,4
GE,1
RL,3
VZ,5
CSCO,7
CMG,2
AZO,10
VTR,9
EBAY,2
APH,1
BIO,7
CPRT,2
STE,6
DISCA,3
TAP,2
MPC,1
MPWR,8
NDAQ,6
NI,9
ORCL,5
CSX,10
PBCT,0
PM,5
ANTM,6
VRSK,6
DFS,10
CHD,5
DG,5
MCHP,8
TMO,4
EMN,3
RJF,2
JNJ,5
AWK,10
BMY,2
CVS,5
IVZ,0
ROST,1
NLOK,6
XOM,2
AMD,4
IPGP,1
ATVI,6
HST,1
TPR,3
TECH,4
WEC,9
NVDA,4
CLX,5
CHTR,8
HRL,5
L,0
FRT,10
BAC,0
CRM,4
WST,4
CTXS,6
EA,8
ENPH,2
WELL,9
BLK,7
V,7
ZION,0
CE,7
BXP,10
NWL,5
WBA,5
GNRC,4
WMT,9
FLT,6
SPG,1
ALB,3
WAT,6
HBI,1
DXCM,4
EIX,9
DISCK,3
CAH,5
VLO,7
HES,7
DD,7
FMC,3
LYB,7
SYK,3
WMB,2
FAST,5
MS,2
TROW,2
SWK,3
ABMD,3
CRL,4
VRTX,5
TSLA,2
CB,6
VNO,10
T,6
INCY,5
EW,6
MHK,1
CCL,1
ATO,10
IDXX,3
DRI,1
NUE,2
SYY,7
MNST,4
STZ,7
FANG,1
RHI,3
DHR,4
ICE,8
AAPL,4
CTAS,10
D,9
ACN,7
IBM,2
INTC,5
BKNG,1
COST,5
AON,2
STX,5
ED,10
LEN,0
NFLX,2
HII,6
ALL,4
ITW,10
BSX,10
CNC,6
ALGN,3
SLB,1
RE,9
TTWO,8
SIVB,0
QCOM,8
MTB,0
AVB,10
NVR,10
LYV,1
LVS,1
LNC,0
BAX,5
SNPS,4
PPL,9
TSCO,8
LNT,9
CTSH,6
CERN,6
TFC,0
BEN,3
LIN,7
AIG,1
AEP,9
FB,4
CVX,10
SPGI,2
J,7
MAR,1
MU,8
RTX,1
