,0
YUM,2
ES,9
MKTX,2
UNP,3
FCX,2
RCL,3
CMI,2
JCI,0
PFE,8
EXPE,2
FRC,1
FIS,6
EMR,2
GLW,1
CNP,9
OKE,3
KIM,7
FBHS,10
DISH,4
AES,0
HON,2
EVRG,9
MTCH,3
TFX,4
GILD,6
CHRW,3
MO,8
REG,7
MMM,2
GIS,8
INTU,2
ROK,3
HOLX,6
LHX,10
COP,1
AME,1
MCD,3
PNW,9
COO,6
ILMN,4
PEG,9
GWW,1
O,7
HAS,8
ANSS,1
GE,2
RL,8
VZ,2
CSCO,3
CMG,6
AZO,6
VTR,7
EBAY,0
APH,4
BIO,3
CPRT,1
STE,4
DISCA,2
TAP,2
MPC,1
MPWR,0
NDAQ,1
NI,0
ORCL,1
CSX,1
PBCT,5
PM,8
ANTM,5
VRSK,10
DFS,1
CHD,8
DG,2
MCHP,0
TMO,6
EMN,2
RJF,1
JNJ,8
AWK,9
BMY,8
CVS,8
IVZ,0
ROST,6
NLOK,6
XOM,3
AMD,4
IPGP,10
ATVI,8
HST,7
TPR,6
TECH,6
WEC,9
NVDA,0
CLX,8
CHTR,0
HRL,8
L,2
FRT,7
BAC,5
CRM,3
WST,5
CTXS,0
EA,4
ENPH,6
WELL,7
BLK,4
V,10
ZION,1
CE,10
BXP,7
NWL,3
WBA,8
GNRC,10
WMT,8
FLT,10
SPG,7
ALB,0
WAT,4
HBI,3
DXCM,4
EIX,9
DISCK,2
CAH,8
VLO,1
HES,1
DD,3
FMC,2
LYB,10
SYK,0
WMB,1
FAST,1
MS,0
TROW,3
SWK,2
ABMD,1
CRL,3
VRTX,3
TSLA,10
CB,3
VNO,7
T,2
INCY,1
EW,6
MHK,4
CCL,1
ATO,9
IDXX,3
DRI,8
NUE,2
SYY,8
MNST,8
STZ,2
FANG,10
RHI,0
DHR,2
ICE,5
AAPL,3
CTAS,2
D,9
ACN,6
IBM,1
INTC,0
BKNG,10
COST,8
AON,6
STX,4
ED,9
LEN,4
NFLX,3
HII,0
ALL,8
ITW,3
BSX,4
CNC,3
ALGN,10
SLB,10
RE,6
TTWO,3
SIVB,5
QCOM,6
MTB,5
AVB,7
NVR,0
LYV,10
LVS,10
LNC,5
BAX,4
SNPS,4
PPL,9
TSCO,2
LNT,9
CTSH,5
CERN,4
TFC,5
BEN,4
LIN,2
AIG,3
AEP,9
FB,2
CVX,1
SPGI,6
J,1
MAR,3
MU,4
RTX,2
