,0
YUM,5
ES,9
MKTX,10
UNP,2
FCX,6
RCL,0
CMI,6
JCI,1
PFE,9
EXPE,10
FRC,7
FIS,5
EMR,6
GLW,2
CNP,7
OKE,4
KIM,10
FBHS,6
DISH,0
AES,4
HON,1
EVRG,9
MTCH,10
TFX,4
GILD,8
CHRW,3
MO,6
REG,10
MMM,2
GIS,9
INTU,5
ROK,6
HOLX,4
LHX,5
COP,4
AME,2
MCD,4
PNW,9
COO,4
ILMN,8
PEG,9
GWW,2
O,10
HAS,0
ANSS,3
GE,0
RL,0
VZ,9
CSCO,8
CMG,4
AZO,10
VTR,4
EBAY,10
APH,3
BIO,8
CPRT,0
STE,7
DISCA,10
TAP,0
MPC,1
MPWR,10
NDAQ,10
NI,9
ORCL,8
CSX,2
PBCT,2
PM,8
ANTM,7
VRSK,5
DFS,6
CHD,9
DG,8
MCHP,3
TMO,2
EMN,0
RJF,0
JNJ,2
AWK,9
BMY,2
CVS,8
IVZ,0
ROST,4
NLOK,5
XOM,5
AMD,3
IPGP,5
ATVI,10
HST,0
TPR,0
TECH,8
WEC,9
NVDA,8
CLX,9
CHTR,8
HRL,2
L,6
FRT,10
BAC,1
CRM,3
WST,3
CTXS,3
EA,10
ENPH,0
WELL,10
BLK,5
V,5
ZION,0
CE,1
BXP,10
NWL,0
WBA,8
GNRC,2
WMT,8
FLT,5
SPG,4
ALB,6
WAT,2
HBI,5
DXCM,10
EIX,9
DISCK,10
CAH,8
VLO,1
HES,0
DD,1
FMC,0
LYB,1
SYK,5
WMB,4
FAST,5
MS,2
TROW,2
SWK,10
ABMD,5
CRL,7
VRTX,8
TSLA,4
CB,1
VNO,6
T,6
INCY,5
EW,7
MHK,6
CCL,0
ATO,9
IDXX,5
DRI,4
NUE,2
SYY,10
MNST,0
STZ,6
FANG,0
RHI,3
DHR,2
ICE,5
AAPL,0
CTAS,10
D,9
ACN,8
IBM,2
INTC,3
BKNG,3
COST,8
AON,4
STX,3
ED,9
LEN,10
NFLX,8
HII,5
ALL,0
ITW,6
BSX,5
CNC,7
ALGN,3
SLB,0
RE,8
TTWO,10
SIVB,0
QCOM,2
MTB,1
AVB,10
NVR,10
LYV,4
LVS,4
LNC,1
BAX,9
SNPS,3
PPL,10
TSCO,3
LNT,9
CTSH,5
CERN,7
TFC,1
BEN,0
LIN,0
AIG,1
AEP,9
FB,3
CVX,5
SPGI,5
J,8
MAR,0
MU,3
RTX,10
