,0
AKAM,5
AMP,1
PNR,6
VRSN,5
GM,9
HAL,6
SNA,8
PXD,6
AMT,0
TYL,7
HBAN,1
SWKS,9
CI,0
XEL,3
BF-B,4
HSIC,5
ALK,5
DOV,6
UAA,9
PG,4
SJM,9
CMA,1
ADI,8
ECL,9
GS,1
WHR,0
TRV,4
AVY,4
ADSK,9
UPS,4
MDLZ,9
PWR,5
SBAC,7
UAL,9
CDNS,0
MAS,5
BA,0
ROP,9
LDOS,9
IEX,2
GPN,10
PKI,10
BWA,8
YUM,10
ES,3
MKTX,0
UNP,8
FCX,6
RCL,5
CMI,2
JCI,9
PFE,4
EXPE,5
FRC,1
FIS,10
EMR,2
GLW,9
CNP,3
OKE,6
KIM,7
FBHS,0
DISH,0
AES,10
HON,2
EVRG,3
MTCH,7
TFX,8
GILD,10
CHRW,9
MO,9
REG,7
MMM,4
GIS,9
INTU,0
ROK,2
HOLX,8
LHX,2
COP,6
AME,2
MCD,10
PNW,3
COO,8
ILMN,10
PEG,3
GWW,8
O,7
HAS,9
ANSS,0
GE,0
RL,10
VZ,10
CSCO,8
CMG,9
AZO,5
VTR,0
EBAY,0
APH,9
BIO,4
CPRT,5
STE,8
DISCA,0
TAP,0
MPC,9
MPWR,8
NDAQ,9
NI,3
ORCL,2
CSX,8
PBCT,1
PM,7
ANTM,0
VRSK,9
DFS,2
CHD,2
DG,5
MCHP,8
TMO,9
EMN,6
RJF,1
JNJ,4
AWK,3
BMY,4
CVS,8
IVZ,1
ROST,0
NLOK,0
XOM,10
AMD,0
IPGP,2
ATVI,10
HST,6
TPR,0
TECH,9
WEC,3
NVDA,8
CLX,3
CHTR,10
HRL,3
L,1
FRT,7
BAC,1
CRM,5
WST,9
CTXS,0
EA,10
ENPH,7
WELL,7
BLK,2
V,7
ZION,1
CE,6
BXP,7
NWL,5
WBA,9
GNRC,0
WMT,8
FLT,0
SPG,7
ALB,10
WAT,5
HBI,7
DXCM,0
EIX,3
DISCK,0
CAH,4
VLO,8
HES,6
DD,2
FMC,10
LYB,6
SYK,10
WMB,5
FAST,2
MS,1
TROW,1
SWK,10
ABMD,0
CRL,5
VRTX,10
TSLA,7
CB,4
VNO,9
T,7
INCY,10
EW,9
MHK,0
CCL,8
ATO,3
IDXX,9
DRI,9
NUE,2
SYY,9
MNST,7
STZ,7
FANG,6
RHI,9
DHR,5
ICE,4
AAPL,7
CTAS,4
D,3
ACN,10
IBM,2
INTC,4
BKNG,0
COST,0
AON,4
STX,2
ED,3
LEN,5
NFLX,7
HII,8
ALL,4
ITW,2
BSX,8
CNC,0
ALGN,0
SLB,6
RE,4
TTWO,5
SIVB,9
QCOM,8
MTB,1
AVB,7
NVR,5
LYV,8
LVS,8
LNC,1
BAX,9
SNPS,0
PPL,3
TSCO,5
LNT,3
CTSH,7
CERN,10
TFC,1
BEN,9
LIN,2
AIG,4
AEP,3
FB,7
CVX,6
SPGI,9
J,10
MAR,8
MU,8
RTX,2
