,0
DRI,6
NUE,1
SYY,2
MNST,1
STZ,2
FANG,5
RHI,10
DHR,3
ICE,10
AAPL,9
CTAS,3
D,0
ACN,1
IBM,1
INTC,7
BKNG,2
COST,6
AON,7
STX,1
ED,0
LEN,2
NFLX,6
HII,2
ALL,2
ITW,7
BSX,3
CNC,3
ALGN,2
SLB,5
RE,7
TTWO,1
SIVB,4
QCOM,10
MTB,4
AVB,6
NVR,6
LYV,1
LVS,9
LNC,4
BAX,3
SNPS,3
PPL,0
TSCO,7
LNT,0
CTSH,3
CERN,3
TFC,4
BEN,9
LIN,8
AIG,2
AEP,0
FB,2
CVX,5
SPGI,9
J,9
MAR,9
MU,9
RTX,1
