,0
XEL,8
BF-B,8
HSIC,10
ALK,0
DOV,9
UAA,2
PG,5
SJM,8
CMA,1
ADI,6
ECL,2
GS,0
WHR,9
TRV,10
AVY,8
ADSK,4
UPS,4
MDLZ,10
PWR,1
SBAC,8
UAL,1
CDNS,7
MAS,9
BA,1
ROP,2
LDOS,9
IEX,6
GPN,9
PKI,3
BWA,3
YUM,9
ES,8
MKTX,10
UNP,1
FCX,7
RCL,1
CMI,7
JCI,2
PFE,4
EXPE,3
FRC,10
FIS,9
EMR,0
GLW,4
CNP,1
OKE,0
KIM,1
FBHS,9
DISH,0
AES,0
HON,2
EVRG,8
MTCH,3
TFX,2
GILD,2
CHRW,4
MO,10
REG,10
MMM,2
GIS,5
INTU,7
ROK,1
HOLX,5
LHX,4
COP,0
AME,2
MCD,5
PNW,10
COO,6
ILMN,3
PEG,10
GWW,2
O,10
HAS,0
ANSS,4
GE,1
RL,4
VZ,4
CSCO,4
CMG,0
AZO,10
VTR,0
EBAY,8
APH,4
BIO,4
CPRT,9
STE,1
DISCA,6
TAP,8
MPC,1
MPWR,6
NDAQ,8
NI,10
ORCL,5
CSX,7
PBCT,5
PM,10
ANTM,10
VRSK,7
DFS,6
CHD,5
DG,5
MCHP,4
TMO,7
EMN,1
RJF,4
JNJ,8
AWK,8
BMY,5
CVS,10
IVZ,7
ROST,3
NLOK,1
XOM,7
AMD,0
IPGP,7
ATVI,4
HST,1
TPR,10
TECH,4
WEC,8
NVDA,9
CLX,5
CHTR,9
HRL,8
L,6
FRT,10
BAC,2
CRM,4
WST,4
CTXS,4
EA,4
ENPH,3
WELL,6
BLK,7
V,9
ZION,2
CE,1
BXP,10
NWL,0
WBA,5
GNRC,7
WMT,5
FLT,7
SPG,6
ALB,4
WAT,7
HBI,10
DXCM,9
EIX,7
DISCK,6
CAH,5
VLO,1
HES,0
DD,1
FMC,1
LYB,1
SYK,2
WMB,0
FAST,2
MS,5
TROW,4
SWK,9
ABMD,2
CRL,6
VRTX,9
TSLA,0
CB,5
VNO,6
T,2
INCY,2
EW,7
MHK,3
CCL,0
ATO,8
IDXX,9
DRI,6
NUE,2
SYY,6
MNST,9
STZ,2
FANG,0
RHI,2
DHR,4
ICE,2
AAPL,4
CTAS,9
D,8
ACN,2
IBM,2
INTC,4
BKNG,3
COST,4
AON,2
STX,4
ED,8
LEN,9
NFLX,4
HII,1
ALL,1
ITW,7
BSX,1
CNC,10
ALGN,7
SLB,0
RE,5
TTWO,4
SIVB,4
QCOM,6
MTB,7
AVB,10
NVR,6
LYV,9
LVS,3
LNC,2
BAX,4
SNPS,4
PPL,10
TSCO,4
LNT,8
CTSH,10
CERN,8
TFC,5
BEN,7
LIN,4
AIG,1
AEP,8
FB,4
CVX,7
SPGI,1
J,2
MAR,3
MU,4
RTX,9
