,0
NLSN,4
WU,6
NTRS,2
TEL,9
DLR,8
JKHY,4
K,3
EFX,4
APA,10
CAT,5
HIG,4
UHS,1
LH,5
RMD,3
TER,9
DTE,0
BR,9
GOOG,9
RF,2
BK,2
PPG,9
NEM,1
UDR,8
WM,3
JNPR,6
PFG,2
DPZ,9
BBY,1
GPC,6
ZBRA,3
MOS,3
AAP,9
MGM,3
XRAY,4
ULTA,4
BRO,4
BLL,6
SHW,9
EXPD,6
APTV,3
URI,5
AMCR,10
CCI,4
AKAM,10
AMP,2
PNR,5
VRSN,3
GM,9
HAL,10
SNA,1
PXD,10
AMT,0
TYL,6
HBAN,2
SWKS,9
CI,5
XEL,0
BF-B,8
HSIC,7
ALK,1
DOV,3
UAA,9
PG,5
SJM,8
CMA,2
ADI,4
ECL,6
GS,10
WHR,4
TRV,10
AVY,5
ADSK,9
UPS,1
MDLZ,4
PWR,5
SBAC,3
UAL,1
CDNS,9
MAS,5
BA,3
ROP,1
LDOS,4
IEX,3
GPN,9
PKI,6
BWA,5
YUM,7
ES,0
MKTX,10
UNP,6
FCX,3
RCL,9
CMI,3
JCI,1
PFE,7
EXPE,10
FRC,2
FIS,3
EMR,5
GLW,4
CNP,0
OKE,10
KIM,8
FBHS,4
DISH,5
AES,7
HON,3
EVRG,6
MTCH,10
TFX,5
GILD,7
CHRW,6
MO,4
REG,8
MMM,1
GIS,3
INTU,1
ROK,5
HOLX,7
LHX,4
COP,10
AME,5
MCD,1
PNW,0
COO,6
ILMN,6
PEG,0
GWW,3
O,8
HAS,4
ANSS,1
GE,1
RL,5
VZ,4
CSCO,7
CMG,1
AZO,10
VTR,8
EBAY,4
APH,9
BIO,6
CPRT,5
STE,6
DISCA,4
TAP,3
MPC,5
MPWR,9
NDAQ,6
NI,0
ORCL,1
CSX,1
PBCT,2
PM,4
ANTM,7
VRSK,6
DFS,10
CHD,8
DG,4
MCHP,1
TMO,6
EMN,5
RJF,2
JNJ,1
AWK,0
BMY,7
CVS,7
IVZ,5
ROST,6
NLOK,6
XOM,10
AMD,4
IPGP,3
ATVI,9
HST,9
TPR,3
TECH,7
WEC,0
NVDA,9
CLX,8
CHTR,3
HRL,8
L,10
FRT,8
BAC,2
CRM,9
WST,4
CTXS,9
EA,9
ENPH,5
WELL,8
BLK,9
V,9
ZION,2
CE,5
BXP,8
NWL,4
WBA,10
GNRC,6
WMT,7
FLT,10
SPG,8
ALB,5
WAT,6
HBI,6
DXCM,6
EIX,4
DISCK,4
CAH,7
VLO,6
HES,10
DD,5
FMC,10
LYB,5
SYK,7
WMB,10
FAST,3
MS,2
TROW,5
SWK,3
ABMD,9
CRL,7
VRTX,7
TSLA,4
CB,8
VNO,8
T,4
INCY,4
EW,1
MHK,4
CCL,9
ATO,0
IDXX,9
DRI,6
NUE,1
SYY,1
MNST,9
STZ,5
FANG,10
RHI,1
DHR,7
ICE,9
AAPL,9
CTAS,6
D,0
ACN,1
IBM,10
INTC,1
BKNG,1
COST,1
AON,7
STX,4
ED,0
LEN,4
NFLX,4
HII,3
ALL,3
ITW,5
BSX,6
CNC,7
ALGN,4
SLB,10
RE,4
TTWO,9
SIVB,3
QCOM,9
MTB,2
AVB,8
NVR,4
LYV,10
LVS,3
LNC,2
BAX,3
SNPS,9
PPL,1
TSCO,3
LNT,0
CTSH,1
CERN,4
TFC,2
BEN,5
LIN,9
AIG,10
AEP,0
FB,3
CVX,10
SPGI,9
J,7
MAR,4
MU,9
RTX,1
