,0
POOL,4
MKC,7
AOS,2
AXP,5
CME,10
EQR,10
BKR,0
FDX,4
MET,1
MRK,7
MAA,1
ISRG,6
GOOGL,4
PEAK,7
CMCSA,5
TT,1
JPM,3
REGN,5
DHI,10
HUM,10
MDT,10
DIS,5
DE,0
F,9
C,3
EXC,9
SCHW,0
WYNN,8
PLD,7
AAL,1
DVN,0
AEE,9
AMZN,5
TDY,8
PENN,2
IP,7
OMC,1
VFC,1
MSCI,4
A,7
USB,3
UNH,5
IT,6
ETR,10
DVA,1
HSY,10
NEE,9
FFIV,4
BIIB,4
KO,1
MSI,1
KMB,9
FTNT,0
EL,6
ABC,2
CF,0
LKQ,10
TMUS,5
ABT,9
PSX,0
LMT,1
ESS,10
APD,7
PSA,9
AMAT,4
HCA,8
ORLY,5
KEY,3
KLAC,5
GL,3
PCAR,3
CBOE,8
PRU,3
FE,7
LEG,5
PHM,10
NOC,7
BBWI,3
MCK,2
CPB,2
KR,2
DGX,3
TJX,3
GRMN,6
PKG,2
FISV,10
OXY,0
FITB,3
CBRE,6
WAB,8
KMX,1
RSG,9
ADM,6
PEP,5
IRM,1
LOW,4
CL,7
TXT,1
MCO,0
DUK,9
NKE,6
PAYX,7
IFF,6
MSFT,4
CTRA,2
MA,6
PVH,3
TSN,8
DXC,8
VTRS,5
MTD,10
MLM,10
SO,9
ETN,6
STT,3
GD,1
CMS,9
SRE,7
MMC,10
AIZ,7
NOW,4
TGT,7
BRK-B,3
MRO,0
NXPI,8
WFC,3
EXR,9
NTAP,1
BDX,2
AJG,9
WY,3
EOG,0
XYL,2
PH,10
IPG,1
DLTR,0
TDG,8
LUV,1
AFL,10
AVGO,4
LLY,1
CAG,2
ODFL,1
ZBH,8
KMI,0
LUMN,0
PGR,7
ROL,6
PNC,3
DRE,7
EQIX,6
LRCX,4
VMC,8
TRMB,0
HPQ,5
ADP,7
ARE,9
PTC,1
HD,4
NSC,3
TXN,4
SEE,8
WRB,7
SBUX,6
ADBE,4
DAL,1
GPS,3
AMGN,7
JBHT,7
COF,3
NRG,6
CINF,9
WDC,8
NLSN,0
WU,1
NTRS,3
