,0
TEL,10
DLR,7
JKHY,1
K,2
EFX,6
APA,0
CAT,3
HIG,8
UHS,8
LH,5
RMD,5
TER,10
DTE,0
BR,1
GOOG,4
RF,0
BK,3
PPG,10
NEM,2
UDR,7
WM,9
JNPR,6
PFG,3
DPZ,10
BBY,6
GPC,10
ZBRA,0
MOS,0
AAP,5
MGM,8
XRAY,1
ULTA,8
BRO,9
BLL,9
SHW,10
EXPD,9
APTV,8
URI,8
AMCR,2
CCI,7
AKAM,1
AMP,7
PNR,2
VRSN,6
GM,0
HAL,0
SNA,1
PXD,0
AMT,7
TYL,5
HBAN,3
SWKS,10
CI,10
XEL,9
BF-B,5
HSIC,5
ALK,1
DOV,10
UAA,5
PG,7
SJM,2
CMA,10
ADI,10
ECL,6
GS,3
WHR,9
TRV,10
AVY,9
ADSK,0
UPS,7
MDLZ,9
PWR,1
SBAC,9
UAL,1
CDNS,4
MAS,10
BA,1
ROP,0
LDOS,6
IEX,0
GPN,10
PKI,4
BWA,8
YUM,9
ES,9
MKTX,6
UNP,4
FCX,10
RCL,1
CMI,9
JCI,2
PFE,7
EXPE,8
FRC,10
FIS,6
EMR,0
GLW,1
CNP,10
OKE,0
KIM,10
FBHS,10
DISH,5
AES,8
HON,3
EVRG,9
MTCH,5
TFX,0
GILD,1
CHRW,1
MO,9
REG,10
MMM,3
GIS,2
INTU,6
ROK,0
HOLX,4
LHX,7
COP,0
AME,6
MCD,6
PNW,10
COO,5
ILMN,2
PEG,10
GWW,6
O,10
HAS,0
ANSS,4
GE,1
RL,3
VZ,7
CSCO,4
CMG,0
AZO,10
VTR,3
EBAY,9
APH,4
BIO,4
CPRT,6
STE,0
DISCA,8
TAP,2
MPC,1
MPWR,4
NDAQ,9
NI,1
ORCL,7
CSX,10
PBCT,2
PM,8
ANTM,10
VRSK,6
DFS,8
CHD,7
DG,7
MCHP,4
TMO,4
EMN,3
RJF,7
JNJ,9
AWK,9
BMY,0
CVS,7
IVZ,9
ROST,8
NLOK,6
XOM,10
AMD,0
IPGP,10
ATVI,5
HST,8
TPR,10
TECH,7
WEC,9
NVDA,4
CLX,2
CHTR,4
HRL,2
L,5
FRT,10
BAC,3
CRM,7
WST,4
CTXS,1
EA,5
ENPH,8
WELL,8
BLK,4
V,10
ZION,3
CE,8
BXP,10
NWL,5
WBA,2
GNRC,0
WMT,7
FLT,10
SPG,8
ALB,1
WAT,0
HBI,10
DXCM,4
EIX,1
DISCK,8
CAH,2
VLO,6
HES,0
DD,1
FMC,4
LYB,10
SYK,6
WMB,0
FAST,5
MS,3
TROW,1
SWK,10
ABMD,6
CRL,10
VRTX,4
TSLA,0
CB,7
VNO,3
T,1
INCY,4
EW,6
MHK,8
CCL,1
ATO,9
IDXX,4
DRI,8
NUE,3
SYY,8
MNST,4
STZ,6
FANG,0
RHI,1
DHR,7
ICE,6
AAPL,4
CTAS,10
D,9
ACN,6
IBM,1
INTC,7
BKNG,7
COST,7
AON,6
STX,7
ED,9
LEN,10
NFLX,4
HII,1
ALL,1
ITW,3
BSX,3
CNC,10
ALGN,10
SLB,0
RE,7
TTWO,5
SIVB,3
QCOM,4
MTB,3
AVB,10
NVR,8
LYV,8
LVS,1
LNC,3
BAX,7
SNPS,4
PPL,9
TSCO,4
LNT,9
CTSH,10
CERN,9
TFC,3
BEN,1
LIN,1
AIG,3
AEP,9
FB,4
CVX,10
SPGI,0
J,1
MAR,2
MU,4
RTX,10
