,0
AKAM,9
AMP,4
PNR,2
VRSN,3
GM,8
HAL,9
SNA,2
PXD,9
AMT,6
TYL,8
HBAN,4
SWKS,7
CI,8
XEL,0
BF-B,10
HSIC,6
ALK,2
DOV,2
UAA,1
PG,0
SJM,10
CMA,4
ADI,7
ECL,6
GS,4
WHR,5
TRV,6
AVY,2
ADSK,7
UPS,2
MDLZ,1
PWR,2
SBAC,9
UAL,7
CDNS,3
MAS,8
BA,3
ROP,3
LDOS,1
IEX,2
GPN,8
PKI,8
BWA,2
YUM,6
ES,0
MKTX,8
UNP,1
FCX,9
RCL,3
CMI,5
JCI,1
PFE,1
EXPE,7
FRC,3
FIS,8
EMR,2
GLW,1
CNP,6
OKE,6
KIM,10
FBHS,5
DISH,2
AES,6
HON,2
EVRG,5
MTCH,7
TFX,7
GILD,1
CHRW,2
MO,10
REG,10
MMM,2
GIS,9
INTU,3
ROK,2
HOLX,8
LHX,1
COP,9
AME,2
MCD,6
PNW,0
COO,8
ILMN,8
PEG,0
GWW,5
O,10
HAS,1
ANSS,3
GE,8
RL,7
VZ,6
CSCO,3
CMG,5
AZO,7
VTR,10
EBAY,1
APH,8
BIO,10
CPRT,8
STE,8
DISCA,5
TAP,9
MPC,3
MPWR,7
NDAQ,4
NI,0
ORCL,3
CSX,2
PBCT,4
PM,9
ANTM,1
VRSK,8
DFS,4
CHD,9
DG,10
MCHP,7
TMO,8
EMN,2
RJF,4
JNJ,6
AWK,0
BMY,3
CVS,6
IVZ,4
ROST,1
NLOK,2
XOM,9
AMD,5
IPGP,2
ATVI,7
HST,10
TPR,9
TECH,5
WEC,0
NVDA,5
CLX,6
CHTR,1
HRL,10
L,6
FRT,10
BAC,4
CRM,3
WST,1
CTXS,3
EA,8
ENPH,7
WELL,10
BLK,7
V,7
ZION,4
CE,2
BXP,10
NWL,6
WBA,9
GNRC,2
WMT,6
FLT,9
SPG,10
ALB,9
WAT,2
HBI,8
DXCM,8
EIX,8
DISCK,5
CAH,9
VLO,2
HES,9
DD,2
FMC,2
LYB,2
SYK,1
WMB,9
FAST,3
MS,4
TROW,1
SWK,8
ABMD,5
CRL,1
VRTX,1
TSLA,6
CB,6
VNO,10
T,4
INCY,1
EW,1
MHK,1
CCL,4
ATO,0
IDXX,8
DRI,3
NUE,5
SYY,6
MNST,8
STZ,5
FANG,9
RHI,3
DHR,8
ICE,3
AAPL,7
CTAS,8
D,0
ACN,3
IBM,9
INTC,7
BKNG,3
COST,7
AON,6
STX,5
ED,0
LEN,1
NFLX,5
HII,3
ALL,3
ITW,2
BSX,8
CNC,1
ALGN,5
SLB,9
RE,5
TTWO,8
SIVB,5
QCOM,7
MTB,4
AVB,10
NVR,1
LYV,7
LVS,9
LNC,4
BAX,7
SNPS,3
PPL,7
TSCO,3
LNT,0
CTSH,3
CERN,5
TFC,4
BEN,1
LIN,7
AIG,4
AEP,0
FB,5
CVX,9
SPGI,8
J,3
MAR,7
MU,7
RTX,3
