,0
APTV,7
URI,0
AMCR,2
CCI,8
AKAM,6
AMP,2
PNR,5
VRSN,1
GM,8
HAL,3
SNA,3
PXD,4
AMT,4
TYL,4
HBAN,2
SWKS,7
CI,9
XEL,10
BF-B,1
HSIC,7
ALK,5
DOV,3
UAA,9
PG,0
SJM,9
CMA,2
ADI,0
ECL,4
GS,6
WHR,1
TRV,6
AVY,7
ADSK,6
UPS,0
MDLZ,9
PWR,3
SBAC,9
UAL,6
CDNS,4
MAS,5
BA,2
ROP,5
LDOS,3
IEX,3
GPN,1
PKI,7
BWA,3
YUM,7
ES,10
MKTX,7
UNP,3
FCX,3
RCL,7
CMI,3
JCI,0
PFE,6
EXPE,1
FRC,2
FIS,7
EMR,9
GLW,0
CNP,10
OKE,0
KIM,8
FBHS,6
DISH,5
AES,0
HON,0
EVRG,10
MTCH,6
TFX,1
GILD,4
CHRW,0
MO,4
REG,4
MMM,5
GIS,9
INTU,1
ROK,3
HOLX,0
LHX,7
COP,0
AME,5
MCD,8
PNW,10
COO,7
ILMN,4
PEG,10
GWW,3
O,8
HAS,7
ANSS,4
GE,1
RL,0
VZ,6
CSCO,0
CMG,7
AZO,4
VTR,8
EBAY,5
APH,9
BIO,7
CPRT,5
STE,2
DISCA,5
TAP,1
MPC,5
MPWR,4
NDAQ,9
NI,0
ORCL,0
CSX,9
PBCT,4
PM,9
ANTM,2
VRSK,4
DFS,6
CHD,7
DG,7
MCHP,1
TMO,6
EMN,1
RJF,6
JNJ,4
AWK,10
BMY,9
CVS,9
IVZ,6
ROST,5
NLOK,9
XOM,3
AMD,6
IPGP,7
ATVI,1
HST,4
TPR,0
TECH,7
WEC,10
NVDA,4
CLX,9
CHTR,9
HRL,9
L,6
FRT,8
BAC,7
CRM,6
WST,4
CTXS,0
EA,7
ENPH,1
WELL,8
BLK,9
V,4
ZION,2
CE,1
BXP,8
NWL,9
WBA,9
GNRC,2
WMT,1
FLT,6
SPG,3
ALB,3
WAT,5
HBI,1
DXCM,1
EIX,8
DISCK,5
CAH,9
VLO,4
HES,3
DD,6
FMC,3
LYB,3
SYK,8
WMB,0
FAST,9
MS,6
TROW,7
SWK,0
ABMD,5
CRL,4
VRTX,4
TSLA,3
CB,2
VNO,8
T,5
INCY,6
EW,4
MHK,6
CCL,1
ATO,4
IDXX,7
DRI,4
NUE,0
SYY,9
MNST,8
STZ,1
FANG,5
RHI,2
DHR,0
ICE,9
AAPL,1
CTAS,1
D,10
ACN,9
IBM,5
INTC,0
BKNG,6
COST,5
AON,7
STX,0
ED,10
LEN,3
NFLX,9
HII,2
ALL,0
ITW,0
BSX,0
CNC,0
ALGN,3
SLB,8
RE,7
TTWO,4
SIVB,2
QCOM,7
MTB,0
AVB,8
NVR,4
LYV,3
LVS,9
LNC,2
BAX,9
SNPS,3
PPL,8
TSCO,4
LNT,10
CTSH,6
CERN,6
TFC,2
BEN,0
LIN,3
AIG,2
AEP,10
FB,6
CVX,5
SPGI,0
J,2
MAR,4
MU,7
RTX,9
